author,url_identifier,type,subject,campus,date_issued,language,title,department,peerreviewed
"Stockton, Ronald R.",https://hdl.handle.net/2027.42/166999,Other,Political Science,Dearborn,2021-03-25,en_US,Bernard Klein:  RIP,"Social Sciences: Political Science, Department of (UM-Dearborn)",
"McNally, James",https://hdl.handle.net/2027.42/167000,Presentation,Social Sciences,Ann Arbor,2021-03-25,en_US,NACDA and NACDA-OAR: Secondary Data Resources and an Open Aging Repository,Inter-university Consortium for Political and Social Research (ICPSR),
"Goodyear-Smith, Felicity",https://hdl.handle.net/2027.42/166593,Other,Health Sciences,Ann Arbor,2021-03-22,en_US,"Quick COVID-19 New Zealand Primary Care Survey, series 9-11",COVID-19: Annals of Family Medicine,
"Crowley, Tadhg",https://hdl.handle.net/2027.42/166586,Preprint,Health Sciences,Ann Arbor,2021-03-22,en_US,"A Reflection on our Drive Through Flu Vaccine Clinic ""Vires Rebus Adversis""",COVID-19: Annals of Family Medicine,
"Douglas, Kirsty",https://hdl.handle.net/2027.42/166589,Other,Health Sciences,Ann Arbor,2021-03-22,en_US,"Quick COVID Clinician Survey Summary (Australia), series 9-13",COVID-19: Annals of Family Medicine,
"Douglas, Kirsty",https://hdl.handle.net/2027.42/166587,Other,Health Sciences,Ann Arbor,2021-03-22,en_US,"Quick COVID Clinician Survey Summary (Australia), series 1-4.",COVID-19: Annals of Family Medicine,
"Zhang, Anao",https://hdl.handle.net/2027.42/167606,Article,Social Sciences,Ann Arbor,2021-03-22,en_US,Mindfulness-Based Intervention for Chinese Breast Cancer Patients: A Systematic Review and Meta-Analysis,"Social Work, School of (SSW)",Peer Reviewed
"Jang, Sunho",https://hdl.handle.net/2027.42/166595,Conference Paper,Engineering,Ann Arbor,2021-03-22,en_US,Large-Scale Invariant Sets for Safe Coordination of Thermostatic Loads,"Electrical Engineering and Computer Science, Department of (EECS)",Peer Reviewed
"Goodyear-Smith, Felicity",https://hdl.handle.net/2027.42/166590,Other,Health Sciences,Ann Arbor,2021-03-22,en_US,"Quick COVID-19 New Zealand Primary Care Survey, series 1-4",COVID-19: Annals of Family Medicine,
"Douglas, Kirsty",https://hdl.handle.net/2027.42/166588,Other,Health Sciences,Ann Arbor,2021-03-22,en_US,"Quick COVID Clinician Survey Summary (Australia), series 5-8",COVID-19: Annals of Family Medicine,
"Goodyear-Smith, Felicity",https://hdl.handle.net/2027.42/166592,Other,Health Sciences,Ann Arbor,2021-03-22,en_US,"Quick COVID-19 New Zealand Primary Care Survey, series 5-8",COVID-19: Annals of Family Medicine,
"Seco, Jose R.",https://hdl.handle.net/2027.42/166596,Poster,Health Sciences,Ann Arbor,2021-03-22,en_US,Clinical Usefulness Of Sars-Cov-2 Rapid Antigen Tests In Adults During High Prevalence Community Outbreaks,COVID-19: Annals of Family Medicine,
"Zhang, Hui",https://hdl.handle.net/2027.42/167607,Article,Social Sciences,Ann Arbor,2021-03-18,en_US,A Brief Online Mindfulness-Based Group Intervention for Psychological Distress Among Chinese Residents During COVID-19: a Pilot Randomized Controlled Trial,"Social Work, School of (SSW)",Peer Reviewed
"JUNHAN, KIM",https://hdl.handle.net/2027.42/166481,Conference Paper,Social Science,Ann Arbor,2021-03-16,en_US,Trustworthy Conversational Agent Design for African Americans with Chronic Conditions during COVID-19,"Information, School of (SI)",Peer Reviewed
"Roberts, Leslee",https://hdl.handle.net/2027.42/166482,Preprint,Health Sciences,Ann Arbor,2021-03-16,en_US,Integrating General Practice into the Australian COVID-19 response: A description of the GP Respiratory Clinic program in Australia,COVID-19: Annals of Family Medicine,
"Rutledge, Kwesi",https://hdl.handle.net/2027.42/166479,Conference Paper,Engineering,Ann Arbor,2021-03-15,en_US,Compositional Safety Rules for Inter-Triggering Hybrid Automata,"Electrical Engineering and Computer Science, Department of (EECS)",Peer Reviewed
"Lipman, Paula Darby",https://hdl.handle.net/2027.42/166477,Archival Material,Health Sciences,Ann Arbor,2021-03-13,en_US,"Understanding Paramedic, Trial Network, and Patient’s Family Experiences in Emergency Research Clinical Trials",Emergency Medicine,
"Silbergleit, Robert",https://hdl.handle.net/2027.42/166478,Archival Material,Health Sciences,Ann Arbor,2021-03-13,en_US,"Model Operational Procedures for the Implementation and Review of NIH Sponsored Multicenter Clinical Trials with Exception from Informed Consent (EFIC) for Emergency Research, Version 1 - January 2021",Emergency Medicine,
"Ramos, Marlon D.",https://hdl.handle.net/2027.42/167720,Article,Science,Ann Arbor,2021-03-05,en_US,Assessing Margin-wide Rupture Behavior along hte Cascadia Megathrust using 3-D Dynamic Rupture Simulations,"Earth and Environmental Sciences, Department of",
"Zhang, Anao",https://hdl.handle.net/2027.42/167608,Article,Social Sciences,Ann Arbor,2021-03-03,en_US,"Psychosocial, behavioral, and supportive interventions for pediatric, adolescent, and young adult cancer survivors: a systematic review and meta-analysis","Social Work, School of (SSW)",Peer Reviewed
"Malani, Preeti",https://hdl.handle.net/2027.42/166322,Other,,Ann Arbor,2021-03-02,en_US,National Poll on Healthy Aging: Hearing Loss Among Older Adults - Screening and Testing,Institute for Healthcare Policy & Innovation (IHPI),
"Etz, Rebecca",https://hdl.handle.net/2027.42/166450,Preprint,Health Sciences,Ann Arbor,2021-03-02,en_US,"Quick Covid-19 Primary Care Survey, Series 26",COVID-19: Annals of Family Medicine,
"Bian, Zhangxing",https://hdl.handle.net/2027.42/166324,Working Paper,Health Sciences,Ann Arbor,2021-03-02,en_US,Validation of a Robust Method for Quantification of Three-Dimensional Growth of the Thoracic Aorta Using Deformable Image Registration,"Radiology, Department of",
"Burris, Nicholas",https://hdl.handle.net/2027.42/166323,Working Paper,Health Sciences,Ann Arbor,2021-03-02,en_US,Vascular Deformation Mapping for CT Surveillance of Thoracic Aortic Aneurysm Growth,"Radiology, Department of",
"Gagliardi, Kristin",https://hdl.handle.net/2027.42/166320,Preprint,Health Sciences,Ann Arbor,2021-03-01,en_US,Counterproductive Messaging About COVID-19 Safety Measures in Cancer Screening Outreach: Results of a Pragmatic Randomized Trial,COVID-19: Annals of Family Medicine,
"Haimson, Oliver L.",https://hdl.handle.net/2027.42/168410,Book chapter,Social Science,Ann Arbor,2021-03,en_US,Online Communities,"Information, School of (SI)",
"Lakshmanan, Sridhar",https://hdl.handle.net/2027.42/166585,Technical Report,Engineering,Ann Arbor,2021-03,,Reliable V2V Communication Networks: Applications in Fuel-Efficient Platooning,"Electrical and Computer Engineering, Department of (UM-Dearborn)",
"Ayoub, Jackie",https://hdl.handle.net/2027.42/166319,Article,,Dearborn,2021-02-28,en_US,Combat COVID-19 Infodemic Using Explainable Natural Language Processing Models,"Industrial and Manufacturing Systems Engineering (IMSE, UM-Dearborn)",Peer Reviewed
"Markel, Howard",https://hdl.handle.net/2027.42/166461,Article,,Ann Arbor,2021-02-27,en_US,How a Medical Student Helped Discover Lifesaving Insulin,"History of Medicine, The Center for the",
"Suorsa-Johnson, Kristina",https://hdl.handle.net/2027.42/166318,Article,Health Sciences,Ann Arbor,2021-02-24,en_US,How is Psychosocial Adaptation and Cognitive Function Assessed in Differences/Disorders of Sex Development? A Scoping Review Protocol.,"Pediatrics and Communicable Diseases, Department of",
"Cameron, Christopher",https://hdl.handle.net/2027.42/166317,Preprint,Health Sciences,Ann Arbor,2021-02-23,en_US,BUILDING AND SUSTAINING VIRTUAL PATIENT MEDICAL HOMES DURING THE COVID-19 PANDEMIC,COVID-19: Annals of Family Medicine,
"Himle, Joseph",https://hdl.handle.net/2027.42/167609,Article,Social Sciences,Ann Arbor,2021-02-20,en_US,Digital mental health interventions for depression,"Social Work, School of (SSW)",Peer Reviewed
"Welzenbach, Rebecca",https://hdl.handle.net/2027.42/166463,Presentation,Social Sciences,Ann Arbor,2021-02-18,en_US,Research Impact and Your Work (SI 710 Winter 2021),Library (University of Michigan Library),
"McKee, Michael",https://hdl.handle.net/2027.42/166308,Preprint,Health Sciences,Ann Arbor,2021-02-17,en_US,Guidelines for Accessible COVID-19 Testing & Vaccination Sites,COVID-19: Annals of Family Medicine,
"McNally, James",https://hdl.handle.net/2027.42/166306,Presentation,,Ann Arbor,2021-02-15,en_US,COVID-19 Data Resources and Research: Measures of its Impact in the United States,Inter-university Consortium for Political and Social Research (ICPSR),
"Robert, Lionel + ""Jr""",https://hdl.handle.net/2027.42/166303,Conference Paper,Social Science,Ann Arbor,2021-02-11,en_US,A Measurement of Attitude toward Working with Robots (AWRO): A Compare and Contrast Study of AWRO with Negative Attitude toward Robots (NARS),"Information, School of (SI)",Peer Reviewed
"Wigginton, Nicholas",https://hdl.handle.net/2027.42/168211,Working Paper,,Ann Arbor,2021-02-11,en_US,Managing internal nomination and peer review processes to reduce bias,Office of the Vice President for Research (OVPR),
"Etz, Rebecca",https://hdl.handle.net/2027.42/166302,Preprint,,Ann Arbor,2021-02-10,en_US,"Quick Covid-19 Primary Care Survey, Series 25",COVID-19: Annals of Family Medicine,
"Levenstein, Margaret",https://hdl.handle.net/2027.42/166304,Other,Social Sciences,Ann Arbor,2021-02-09,en_US,"ICPSR Comment in response to Federal Register notice ""Comments for the Advisory Committee on Data for Evidence Building""",Inter-university Consortium for Political and Social Research (ICPSR),
"Irvin, Zoe",https://hdl.handle.net/2027.42/166296,Thesis,Social Sciences,Dearborn,2021-02-08,en_US,Interpersonal coaching styles and attachment status in athletes:The relationship between the athlete and the coach as an attachment figure,"Psychology, Department of (UM-Dearborn)",
"Zhang, Qiaoning",https://hdl.handle.net/2027.42/166295,Article,Social Sciences,Ann Arbor,2021-02-05,en_US,Driver’s Age and Automated Vehicle Explanations,"Information, School of (SI)",Peer Reviewed
"Kawar, Leila",https://hdl.handle.net/2027.42/167553,Book chapter,Humanities,Ann Arbor,2021-02-04,en_US,Contesting migration governance through legal mobilization,"American Culture, Department of",
"Esterwood, Connor",https://doi.org/10.1080/10447318.2021.1886485,Article,Social Sciences,Ann Arbor,2021-02-03,en_US,Barriers to AV Bus Acceptance: A U.S. National Survey and Research Agenda,"Information, School of (SI)",Peer Reviewed
"Moldwin, Mark",https://hdl.handle.net/2027.42/166102,Dataset,Science,Ann Arbor,2021-02-03,en_US,Solar and Space Physics Decadal Survey AIP Demographic Study Results,"Climate and Space Sciences and Engineering, Department of",
"Malani, Preeti",https://hdl.handle.net/2027.42/166095,Other,Health Sciences,Ann Arbor,2021-02-03,en_US,National Poll on Healthy Aging: At Home and in the Neighborhood During the COVID-19 Pandemic,Institute for Healthcare Policy & Innovation (IHPI),
"Hess, Benjamin",https://hdl.handle.net/2027.42/166093,Technical Report,Science,Ann Arbor,2021-02-02,en_US,2019 University of Michigan Herbarium (MICH) and University of Michigan Museum of Zoology (UMMZ) Annual Report,"Ecology and Evolutionary Biology, Department of (EEB)",
"Brennan, Ellen",https://hdl.handle.net/2027.42/166089,Learning Object,Health Sciences,Ann Arbor,2021-02-01,en_US,The Genre STEM Switch Guide,"Otolaryngology, Department of",Peer Reviewed
"Brennan, Ellen",https://hdl.handle.net/2027.42/166090,Learning Object,Health Sciences,Ann Arbor,2021-02-01,en_US,Science Through Storytelling,"Otolaryngology, Department of",Peer Reviewed
"Molnar, Lisa J.",https://hdl.handle.net/2027.42/166094,Technical Report,Engineering,,2021-02,,"Guidelines for Development of Evidence-Based Countermeasures for Risky Driving - Final Technical Report, Volume 2",Transportation Research Institute (UMTRI),
"Knapp, David",https://hdl.handle.net/2027.42/168229,Working Paper,Social Sciences,Ann Arbor,2021-02,en_US,Public Pension Design and Household Retirement Decisions: A Comparison of the United States and Germany,"Retirement and Disability Research Center, Michigan (MRDRC)",
"Westfall, John",https://hdl.handle.net/2027.42/166088,Preprint,Health Sciences,Ann Arbor,2021-01-29,en_US,Primary Care's Historic Role in Vaccination and Potential Role in COVID-19 Immunization Programs,COVID-19: Annals of Family Medicine,
"Osmanlliu, Esli",https://hdl.handle.net/2027.42/166083,Preprint,Health Sciences,Ann Arbor,2021-01-27,en_US,Health and healthcare disparities associated with the digital divide,COVID-19: Annals of Family Medicine,
"Zhou, Feng",https://hdl.handle.net/2027.42/166081,Article,Engineering,Dearborn,2021-01-26,en_US,Predicting Driver Fatigue in Automated Driving with Explainability,"Industrial and Manufacturing Systems Engineering (IMSE, UM-Dearborn)",
"Zucchelli, Giovanni",https://hdl.handle.net/2027.42/169153,Article,Health Sciences,Ann Arbor,2021-01-26,en_US,Implant soft tissue Dehiscence coverage Esthetic Score (IDES): A pilot within- and between-rater analysis of consistency in objective and subjective scores,"Dentistry, School of",Peer Reviewed
"Haimson, Oliver L.",https://hdl.handle.net/2027.42/167011,Article,Social Science,Ann Arbor,2021-01-23,en_US,"The major life events taxonomy: Social readjustment, social media information sharing, and online network separation during times of life transition","Information, School of (SI)",Peer Reviewed
"Markel, Howard",https://hdl.handle.net/2027.42/166460,Article,,Ann Arbor,2021-01-23,en_US,The Day Marie Curie Got Snubbed by the French Science World,"History of Medicine, The Center for the",
"ESTERWOOD, CONNOR",https://doi.org/10.1145/3411764.3445542,Conference Paper,Social Sciences,Ann Arbor,2021-01-20,en_US,A Meta-Analysis of Human Personality and Robot Acceptance in Human-Robot Interaction,"Information, School of (SI)",Peer Reviewed
"Vidal-Liengo, Sergio",https://hdl.handle.net/2027.42/166313,Article,,Ann Arbor,2021-01-16,en_US,Global Magnetosphere Response to Solar Wind Dynamic Pressure Pulses During Northward IMF Using the Heliophysics System Observatory,"Climate and Space Sciences and Engineering, Department of",Peer Reviewed
"Esterwood, Connor",https://hdl.handle.net/2027.42/165332,Article,Social Sciences,Ann Arbor,2021-01-16,en_US,Robots and COVID-19: Re-imagining Human–Robot Collaborative Work in Terms of Reducing Risks to Essential Workers,"Information, School of (SI)",Peer Reviewed
"Carruthers, Matthew",https://hdl.handle.net/2027.42/165328,Presentation,Social Sciences,Ann Arbor,2021-01-14,en_US,Metadata for Research Data,Library (University of Michigan Library),
"Carruthers, Matthew",https://hdl.handle.net/2027.42/165329,Presentation,Social Sciences,Ann Arbor,2021-01-14,en_US,Introduction to OpenRefine,Library (University of Michigan Library),
"Azevedo-Sa, Hebert",https://hdl.handle.net/2027.42/164968,Conference Paper,Social Sciences,Ann Arbor,2021-01-10,en_US,Handling Trust Between Drivers and Automated Vehicles for Improved Collaboration,"Information, School of (SI)",Peer Reviewed
"Zawideh, Caitlyn",https://hdl.handle.net/2027.42/168403,Project,Social Sciences,Ann Arbor,2021-01-10,en_US,Do You Know Who You Are?,Library Undergraduate Research Award,
"Liang, Ting-Peng",https://hdl.handle.net/2027.42/164967,Article,Social Sciences,Ann Arbor,2021-01-09,en_US,Artificial Intelligence and Robots in Individuals’ lives: How to Align Technological Possibilities and Ethical Issues,"Information, School of (SI)",Peer Reviewed
"Azevedo Sá, Hebert",https://doi.org/10.1016/j.trc.2021.102973,Article,Social Sciences,Ann Arbor,2021-01-09,en_US,How internal and external risks affect the relationships between trust and driver behavior in automated driving systems,"Information, School of (SI)",Peer Reviewed
"McNally, James",https://hdl.handle.net/2027.42/164965,Presentation,Social Sciences,Ann Arbor,2021-01-08,en_US,Population Statistics for Explaining the Impacts of COVID-19: Unusual Time Call for Usual Measures,Inter-university Consortium for Political and Social Research (ICPSR),Peer Reviewed
"Kawar, Leila",https://hdl.handle.net/2027.42/166597,Book chapter,Humanities,Ann Arbor,2021-01-05,en_US,Enacting Immigration Politics in a Juridical Register,"American Culture, Department of",
"Molnar, Lisa J.",https://hdl.handle.net/2027.42/165334,Technical Report,Engineering,,2021-01,,"Guidelines for Development of Evidence-Based Countermeasures for Risky Driving – Final Technical Report, Volume 1",Transportation Research Institute (UMTRI),
"Nornes, Markus",https://hdl.handle.net/2027.42/167603,Article,Humanities,Ann Arbor,2021-01,en_US,Time Traveling through Asian Documentary’s Pasts and Futures,"Screen Arts and Cultures, Department of",
National Association for the Advancement of Colored People. University of Michigan College Chapter.,https://hdl.handle.net/2027.42/165319,Archival Material,,,2021,,"Presentations, circa 2019 and undated",National Association for the Advancement of Colored People University of Michigan College Chapter records,
Carrere et al.,https://hdl.handle.net/2027.42/165336,Article,Science,Ann Arbor,2021,en_US,Accuracy assessment of global internal-tide models using satellite altimetry,"Earth and Environmental Sciences, Department of",Peer Reviewed
Black Student Union (University of Michigan),https://hdl.handle.net/2027.42/165313,Archival Material,,,2021,,2016,Black Student Union (University of Michigan) records,
National Association for the Advancement of Colored People. University of Michigan College Chapter.,https://hdl.handle.net/2027.42/165317,Archival Material,,,2021,,"Constitutions, circa 2017-2019",National Association for the Advancement of Colored People University of Michigan College Chapter records,
Black Student Union (University of Michigan),https://hdl.handle.net/2027.42/165315,Archival Material,,,2021,,2018,Black Student Union (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168890,Archival Material,,,2021,,Women's Studies,"College of Literature, Science and the Arts records and publications",
"Karamihas, Steven",https://hdl.handle.net/2027.42/167920,Thesis,Engineering,,2021,en_US,Improvement of Inertial Profiler Measurements of Urban and Low-Speed Roadways,Dissertations and Theses (Ph.D. and Master's),
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168699,Archival Material,,,2021,,"Chair and Directors Record of Correspondence, 1994","College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169038,Archival Material,,,2021,,"Detroit Partnership, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169083,Archival Material,,,2021,,"Michigan Gospel Chorale, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167314,Archival Material,,,2021,,Disc 2 of 2,Center for the History of Medicine (University of Michigan) Oral History Interviews,
Huron River Watershed Council.,https://hdl.handle.net/2027.42/167673,Archival Material,,,2021,,2010 Winning Films,Huron River Watershed Council Records,
"Menezes, Bruna",https://hdl.handle.net/2027.42/168076,Thesis,Engineering,,2021,en_US,A New Hybrid Agent-Based Model to Evaluate Antibody-Drug Conjugates in Solid Tumors,Dissertations and Theses (Ph.D. and Master's),
"Wardell, Jennifer",https://hdl.handle.net/2027.42/168569,Thesis,,,2021,en_US,Predicting Dreissena spp. presence and biomass as a function of Lake Huron environmental characteristics,Dissertations and Theses (Ph.D. and Master's),
"Magnaghi, Russell M.",https://hdl.handle.net/2027.42/167597,Archival Material,,,2021,,Transcript,Russell M. Magnaghi collection,
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168632,Archival Material,,,2021,,Instructional track casebooks,University Human Resources (University of Michigan) records and publications,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168678,Archival Material,,,2021,,"English Composition Board, 1994","College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168661,Archival Material,,,2021,,Out of season casebook,University Human Resources (University of Michigan) records and publications,
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169197,Archival Material,,,2021,,"All Kids in School Action! Coalition Cards, Presentation, and Stationary, 2004",Student Advocacy Center of Michigan records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169056,Archival Material,,,2021,,"AfricAid, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168692,Archival Material,,,2021,,"Review Files, 1994-1995","College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168820,Archival Material,,,2021,,Philosophy,"College of Literature, Science and the Arts records and publications",
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169195,Archival Material,,,2021,,"W.K. Kellogg Foundation Project Final Report, October 1999",Student Advocacy Center of Michigan records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169014,Archival Material,,,2021,,"Flyers, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Littmann, David L.",https://hdl.handle.net/2027.42/167686,Archival Material,,,2021,,"Eye on Oakland and Reality Check, March 9, 2007",David L. Littmann Papers,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168695,Archival Material,,,2021,,"Slavic Languages and Literatures Review, 1994-1995","College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168676,Archival Material,,,2021,,"Mentoring Program memorandum, 1994","College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168631,Archival Material,,,2021,,Supporting documents,University Human Resources (University of Michigan) records and publications,
Huron River Watershed Council.,https://hdl.handle.net/2027.42/167672,Archival Material,,,2021,,2009 Winning Films and 2010 Entry Trailers,Huron River Watershed Council Records,
"Martin, Candice",https://hdl.handle.net/2027.42/168110,Thesis,Engineering,,2021,en_US,Analysis of the Aerodynamics of Tumbling Spacecraft During Orbital Decay and Reentry,Dissertations and Theses (Ph.D. and Master's),
"Ramasubramani, Vyas",https://hdl.handle.net/2027.42/168134,Thesis,Engineering,,2021,en_US,Exploring the Limits of Hard Shape Models for Self-Assembly,Dissertations and Theses (Ph.D. and Master's),
"Cheong, Gilyoung",https://hdl.handle.net/2027.42/168049,Thesis,Science,,2021,en_US,Cycle Indices in Arithmetic Geometry,Dissertations and Theses (Ph.D. and Master's),
University of Michigan. Executive Vice President for Medical Affairs.,https://hdl.handle.net/2027.42/169169,Archival Material,,,2021,,"University of Massachusetts Liaison Committee on Medical Education Review, March 7-10, 2004",Executive Vice President for Medical Affairs (University of Michigan) records,
National Association for the Advancement of Colored People. University of Michigan College Chapter.,https://hdl.handle.net/2027.42/166086,Archival Material,,,2021,,circa 2018-2019,National Association for the Advancement of Colored People University of Michigan College Chapter records,
"Park, Taeju",https://hdl.handle.net/2027.42/168111,Thesis,Engineering,,2021,en_US,Optimization of In-Vehicle Network Design,Dissertations and Theses (Ph.D. and Master's),
University of Michigan. Engineering Research Center for Reconfigurable Machining Systems.,https://hdl.handle.net/2027.42/167210,Archival Material,,,2021,,"ERC/RMS Reconfigurable Factory Testbed, 2004",Engineering Research Center for Reconfigurable Machining Systems (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168685,Archival Material,,,2021,,"Linguistics Program Review, 1994","College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169131,Archival Material,,,2021,,"Lebanese Student Association, 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Owen, Daniel",https://hdl.handle.net/2027.42/168047,Thesis,Health Sciences,,2021,en_US,Modeling Dose-Function Response and Toxicity Pathways in Non-Small Cell Lung Cancer Patients Undergoing Radiation Treatment,Dissertations and Theses (Ph.D. and Master's),
"Wang, Tianlin",https://hdl.handle.net/2027.42/168052,Thesis,Engineering,,2021,en_US,Engineering Calibration and Physical Principles of GNSS-Reflectometry for Earth Remote Sensing,Dissertations and Theses (Ph.D. and Master's),
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168861,Archival Material,,,2021,,Shanghai Jiao Tong University Joint Institute,"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168579,Archival Material,,,2021,,Instructional track casebooks,University Human Resources (University of Michigan) records and publications,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169124,Archival Material,,,2021,,"Circulo Micaela Bastidas Phuyuqhawa, 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Medfisch, Sara",https://hdl.handle.net/2027.42/168142,Thesis,Science,,2021,en_US,Optimization of Nanodisc Array Generation on Silicon Photonic Microring Resonators for Lipid-Protein and Membrane Protein-Protein Interaction Characterization,Dissertations and Theses (Ph.D. and Master's),
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168765,Archival Material,,,2021,,Faculty Recruitment and Retention,"College of Literature, Science and the Arts records and publications",
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169196,Archival Material,,,2021,,"Cases and Letters, 1997-1999",Student Advocacy Center of Michigan records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168722,Archival Material,,,2021,,"Planning Committee for the Michigan Astrophysics Institute, circa 1993-1994","College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168892,Archival Material,,,2021,,Academic Program Group (APG),"College of Literature, Science and the Arts records and publications",
"Ranville, Michael, 1943-",https://hdl.handle.net/2027.42/167693,Archival Material,,,2021,,"The Jack Lessenberry Show, October 19, 2005",Michael Ranville papers,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168872,Archival Material,,,2021,,Biology Restructuring,"College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168845,Archival Material,,,2021,,Executive Committee,"College of Literature, Science and the Arts records and publications",
"Sampson, Frederick G. (Frederick George), 1928-2001.",https://hdl.handle.net/2027.42/167211,Archival Material,,,2021,,"Open the Door, 2004",Frederick G. Sampson papers,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169135,Archival Material,,,2021,,"Permias, 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Cleage, Albert B.",https://hdl.handle.net/2027.42/167562,Archival Material,,,2021,,"An Introduction to BCN Theology (Operant Conditioning), August 5, 1984",Albert B. Cleage Jr. papers,
"Magnaghi, Russell M.",https://hdl.handle.net/2027.42/167591,Archival Material,,,2021,,Transcript,Russell M. Magnaghi collection,
"Kemp, Samantha",https://hdl.handle.net/2027.42/167985,Thesis,Health Sciences,,2021,en_US,Elucidating Mechanisms of Immune Suppression in Mouse and Human Pancreatic Cancer,Dissertations and Theses (Ph.D. and Master's),
"Hildner, Matthew",https://hdl.handle.net/2027.42/168133,Thesis,Engineering,,2021,en_US,Modeling and Control of Transient Mixing Flow for Direct Ink Write Additive Manufacturing,Dissertations and Theses (Ph.D. and Master's),
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168597,Archival Material,,,2021,,Instructional track casebook,University Human Resources (University of Michigan) records and publications,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168771,Archival Material,,,2021,,Key Administrators,"College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168203,Archival Material,,,2021,,2013,"College of Literature, Science and the Arts records and publications",
"Frank, Richard C.",https://hdl.handle.net/2027.42/167404,Archival Material,,,2021,,"Master Plan, September 2002",Richard C. Frank papers,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168804,Archival Material,,,2021,,Ecology and Evolutionary Biology,"College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168916,Archival Material,,,2021,,LSA Publications,"College of Literature, Science and the Arts records and publications",
Huron River Watershed Council.,https://hdl.handle.net/2027.42/167666,Archival Material,,,2021,,"Huron River Watershed Council Ad Campaign Materials, January 2002-March 2006",Huron River Watershed Council Records,
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167310,Archival Material,,,2021,,"Bull, Frances, December 2005",Center for the History of Medicine (University of Michigan) Oral History Interviews,
"Mancia, Lauren",https://hdl.handle.net/2027.42/167954,Thesis,Engineering,,2021,en_US,Numerical Investigations of Cavitation-Induced Tissue Damage,Dissertations and Theses (Ph.D. and Master's),
