author,url_identifier,type,subject,campus,date_issued,language,title,department,peerreviewed
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168607,Archival Material,Other,Other,2021-01-01,Other,Instructional track casebooks,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168860,Archival Material,Other,Other,2021-01-01,Other,Retirements,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168668,Archival Material,Other,Other,2021-01-01,Other,2017-2018,University Human Resources (University of Michigan) records and publications,No
"Gadabu, Oliver Jintha",https://hdl.handle.net/2027.42/168001,Thesis,Health Sciences,Other,2021-01-01,en_US,Describing Documentation of Electronic Health Records (EHR) in Anti-Retroviral Therapy (ART) Clinics to Improve Data Quality for Healthcare Processes in Malawi,Dissertations and Theses (Ph.D. and Master's),No
"Lee, Shawna",https://hdl.handle.net/2027.42/167725,Article,Social Sciences,Ann Arbor,2021-01-01,en_US,Men's Knowledge of Anticipatory Guidance Topics: Results From a Nationally Representative Survey,"Social Work, School of (SSW)",Yes
"Keyvanshokooh, Esmaeil",https://hdl.handle.net/2027.42/167949,Thesis,Engineering,Other,2021-01-01,en_US,Personalized Data-Driven Learning and Optimization: Theory and Applications to Healthcare,Dissertations and Theses (Ph.D. and Master's),No
"Beckman, Gary",https://hdl.handle.net/2027.42/168231,Article,Humanities,Ann Arbor,2021-01-01,en_US,"review of A. Schachner, ed., Innovation versus Beharrung",Ancient Near Eastern Studies,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169143,Archival Material,Other,Other,2021-01-01,Other,"Brochure, circa 2011-2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Michigan Medicine. Volunteer Services.,https://hdl.handle.net/2027.42/167273,Archival Material,Other,Other,2021-01-01,Other,Disc 2 of 2,Michigan Medicine (University of Michigan) publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168761,Archival Material,Other,Other,2021-01-01,Other,Executive Committee (Master Lists),"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168751,Archival Material,Other,Other,2021-01-01,Other,Chairs and Directors Meetings,"College of Literature, Science and the Arts records and publications",No
"Kauper, Paul G.",https://hdl.handle.net/2027.42/167412,Archival Material,Other,Other,2021-01-01,Other,Lecture 3: Historical Sketch of Church-State Relations from the Days of the Old Testament,Paul G. Kauper papers,No
University of Michigan. Institute for Social Research.,https://hdl.handle.net/2027.42/169172,Archival Material,Other,Other,2021-01-01,Other,"Digital Copies, 1997-1998",Institute for Social Research Oral History Videotapes and Transcripts,No
"Palmer family (Pontiac, Mich.)",https://hdl.handle.net/2027.42/168196,Archival Material,Other,Other,2021-01-01,Other,"Correspondence (digital), circa 1839-1879","Palmer Family (Pontiac, Mich.) papers",No
"Mirhosseininiri, Seyedamirhossein",https://hdl.handle.net/2027.42/167978,Thesis,Engineering,Other,2021-01-01,en_US,Datacenter Architectures for the Microservices Era,Dissertations and Theses (Ph.D. and Master's),No
"Jänecke, Joachim",https://hdl.handle.net/2027.42/168394,Book,Other,Ann Arbor,2021-01-01,en_US,My Three Brothers:  My brothers' letters from World War II,"Physics, Department of",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168649,Archival Material,Other,Other,2021-01-01,Other,Supporting documents,University Human Resources (University of Michigan) records and publications,No
"Amemiya, Haley",https://hdl.handle.net/2027.42/167979,Thesis,Science,Other,2021-01-01,en_US,Functional and Mechanistic Characterization of Heterochromatin-like Domains in Bacteria,Dissertations and Theses (Ph.D. and Master's),No
Michigan Environmental Council.,https://hdl.handle.net/2027.42/167400,Archival Material,Other,Other,2021-01-01,Other,"Disc 1 of 2, August 22, 2003",Michigan Environmental Council Records,No
"Frank, Richard C.",https://hdl.handle.net/2027.42/167406,Archival Material,Other,Other,2021-01-01,Other,Disc 2 of 5,Richard C. Frank papers,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168645,Archival Material,Other,Other,2021-01-01,Other,Clinical casebook,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169068,Archival Material,Other,Other,2021-01-01,Other,"Ed2010 at the University of Michigan, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168205,Archival Material,Other,Other,2021-01-01,Other,2011,"College of Literature, Science and the Arts records and publications",No
"Sears, Bryan",https://hdl.handle.net/2027.42/167905,Thesis,Health Sciences,Other,2021-01-01,en_US,Investigating the Acute and Chronic Effects of Known and Novel Opioid Ligands,Dissertations and Theses (Ph.D. and Master's),No
"Lin, Yilin",https://hdl.handle.net/2027.42/168081,Thesis,Engineering,Other,2021-01-01,en_US,Efficient Model-Based Reconstruction for Dynamic MRI,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168681,Archival Material,Other,Other,2021-01-01,Other,"Germanic Languages and Literatures Review, 1995-1996","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168989,Archival Material,Other,Other,2021-01-01,Other,"Fall 2012, 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Palmer family (Pontiac, Mich.)",https://hdl.handle.net/2027.42/168195,Archival Material,Other,Other,2021-01-01,Other,"Obituary, 1898","Palmer Family (Pontiac, Mich.) papers",No
"Wang, Xinyan",https://hdl.handle.net/2027.42/167980,Thesis,Engineering,Other,2021-01-01,en_US,The Gamma Deposition Matrix Method for Coupled Neutron-gamma Reactor Heating Calculations,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168793,Archival Material,Other,Other,2021-01-01,Other,"Anthropology-History, Program in","College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168703,Archival Material,Other,Other,2021-01-01,Other,"Curriculum Committee, 1993-1996","College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168718,Archival Material,Other,Other,2021-01-01,Other,"LSA Welcome Address, 1993","College of Literature, Science and the Arts records and publications",No
"Theriault-Kimmey, Emily",https://hdl.handle.net/2027.42/167922,Thesis,Social Sciences,Other,2021-01-01,en_US,Researching a Practice of Teaching Elementary Mathematics Aimed at Disrupting Inequity and Promoting Justice,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168604,Archival Material,Other,Other,2021-01-01,Other,Instructional track casebooks,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168654,Archival Material,Other,Other,2021-01-01,Other,Casebook,University Human Resources (University of Michigan) records and publications,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168964,Archival Material,Other,Other,2021-01-01,Other,"MESA Board, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Wilson, Leighton",https://hdl.handle.net/2027.42/168120,Thesis,Science,Other,2021-01-01,en_US,Development and Application of Numerical Methods in Biomolecular Solvation,Dissertations and Theses (Ph.D. and Master's),No
"Sell, Andrew",https://hdl.handle.net/2027.42/168577,Thesis,Other,Other,2021-01-01,en_US,Perception of Nature Play in Children’s Gardens:A Survey of Decision Makers from North American Public Gardens,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169130,Archival Material,Other,Other,2021-01-01,Other,"Lambda Theta Alpha Latino Sorority, 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Palmer family (Pontiac, Mich.)",https://hdl.handle.net/2027.42/168182,Archival Material,Other,Other,2021-01-01,Other,"Correspondence (Digital), circa 1872, 1882-1883","Palmer Family (Pontiac, Mich.) papers",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168870,Archival Material,Other,Other,2021-01-01,Other,Barger Leadership Institute,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168839,Archival Material,Other,Other,2021-01-01,Other,Dean's Advisory Council,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168898,Archival Material,Other,Other,2021-01-01,Other,Dean's Advisory Council,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168863,Archival Material,Other,Other,2021-01-01,Other,Student Recruitment,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168653,Archival Material,Other,Other,2021-01-01,Other,Supporting documents,University Human Resources (University of Michigan) records and publications,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168791,Archival Material,Other,Other,2021-01-01,Other,"American Culture, Program in","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169048,Archival Material,Other,Other,2021-01-01,Other,"Process Achieve, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Kausch, Jack.",https://hdl.handle.net/2027.42/167581,Archival Material,Other,Other,2021-01-01,Other,"Disc 13 of 13, July 2002",Jack Kausch collection,No
"Saha, Anjan",https://hdl.handle.net/2027.42/167914,Thesis,Health Sciences,Other,2021-01-01,en_US,The Genetics and Epigenetics of Centromeres in Cancer,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Engineering Research Center for Reconfigurable Machining Systems.,https://hdl.handle.net/2027.42/167209,Archival Material,Other,Other,2021-01-01,Other,"CIRP 2nd International Conference on Reconfigurable Manufacturing, August 20-21, 2003",Engineering Research Center for Reconfigurable Machining Systems (University of Michigan) records,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168717,Archival Material,Other,Other,2021-01-01,Other,"LSA and Residential College Liaison Committee, 1994-1995","College of Literature, Science and the Arts records and publications",No
